Date,Open,High,Low,Close,Adj Close,Volume
2019-04-02,170.14,174.9,169.55,174.2,174.2,23946500
2019-04-03,174.5,177.96,172.95,173.54,173.54,27391100
2019-04-04,176.02,178.0,175.53,176.02,176.02,17847700
2019-04-05,176.88,177.0,175.1,175.72,175.72,9594100
2019-04-08,175.21,175.5,174.23,174.93,174.93,7297400
2019-04-09,175.62,179.19,175.55,177.58,177.58,19751000
2019-04-10,178.18,178.79,176.54,177.82,177.82,11701500
2019-04-11,178.24,178.4,177.0,177.51,177.51,8071000
2019-04-12,178.0,179.63,177.95,179.1,179.1,12329800
2019-04-15,178.5,180.5,176.87,179.65,179.65,10834800
2019-04-16,179.0,180.17,178.3,178.87,178.87,11215200
2019-04-17,179.6,180.74,178.36,178.78,178.78,9973700
2019-04-18,178.8,178.88,177.34,178.28,178.28,11655600
2019-04-22,178.25,181.67,178.25,181.44,181.44,13389900
2019-04-23,182.74,184.22,181.48,183.78,183.78,19954800
2019-04-24,184.49,185.14,181.65,182.58,182.58,37289900
2019-04-25,196.98,198.48,192.12,193.26,193.26,54148800
2019-04-26,192.5,192.9,189.09,191.49,191.49,22075000
2019-04-29,190.95,195.41,190.65,194.78,194.78,19641300
2019-04-30,194.19,197.39,192.28,193.4,193.4,23494700
2019-05-01,194.78,196.18,193.01,193.03,193.03,15996600
2019-05-02,193.0,194.0,189.75,192.53,192.53,13209500
2019-05-03,194.38,196.16,193.71,195.47,195.47,14575400
2019-05-06,191.24,194.28,190.55,193.88,193.88,13994900
2019-05-07,192.54,192.9,187.85,189.77,189.77,16253000
2019-05-08,189.39,190.72,188.55,189.54,189.54,12505700
2019-05-09,187.2,189.77,186.26,188.65,188.65,12967000
2019-05-10,188.25,190.0,184.59,188.34,188.34,12578500
2019-05-13,183.5,185.43,180.84,181.54,181.54,16833300
2019-05-14,182.52,183.49,178.1,180.73,180.73,17628100
2019-05-15,180.42,187.28,180.02,186.27,186.27,16746900
2019-05-16,185.05,188.58,185.05,186.99,186.99,12953100
2019-05-17,184.84,187.58,184.28,185.3,185.3,10485400
2019-05-20,181.88,184.23,181.37,182.72,182.72,10352000
2019-05-21,184.57,185.7,183.89,184.82,184.82,7502800
2019-05-22,184.73,186.74,183.61,185.32,185.32,9213800
2019-05-23,182.42,183.9,179.67,180.87,180.87,12768800
2019-05-24,182.33,183.63,180.83,181.06,181.06,8807700
2019-05-28,181.54,184.71,181.45,184.31,184.31,14843300
2019-05-29,183.5,184.56,181.35,182.19,182.19,12797700
2019-05-30,183.08,183.48,180.89,183.01,183.01,8581500
2019-05-31,180.28,180.54,177.16,177.47,177.47,15226500
2019-06-03,175.0,175.05,161.01,164.15,164.15,56059600
2019-06-04,163.71,168.28,160.84,167.5,167.5,46044300
2019-06-05,167.48,168.72,164.63,168.17,168.17,19758300
2019-06-06,168.3,169.7,167.23,168.33,168.33,12446400
2019-06-07,170.17,173.87,168.84,173.35,173.35,16917300
2019-06-10,174.75,177.86,173.8,174.82,174.82,14767900
2019-06-11,178.48,179.98,176.79,178.1,178.1,15266600
2019-06-12,178.38,179.27,172.88,175.04,175.04,17699800
2019-06-13,175.53,178.03,174.61,177.47,177.47,12253600
2019-06-14,180.51,181.84,180.0,181.33,181.33,16773700
2019-06-17,185.01,189.5,184.41,189.01,189.01,29459900
2019-06-18,194.0,194.53,187.28,188.47,188.47,37571400
2019-06-19,187.0,188.1,184.55,187.48,187.48,21417100
2019-06-20,190.95,191.16,187.64,189.53,189.53,14635700
2019-06-21,188.75,192.0,188.75,191.14,191.14,22751200
2019-06-24,192.42,193.98,191.57,192.6,192.6,15509000
2019-06-25,192.88,193.14,188.13,188.84,188.84,16750300
2019-06-26,189.54,190.76,187.31,187.66,187.66,12808600
2019-06-27,189.88,198.88,188.27,189.5,189.5,11159000
2019-06-28,190.55,193.2,189.94,193.0,193.0,16378900
2019-07-01,195.21,195.28,191.93,193.0,193.0,14181800
2019-07-02,193.0,195.0,192.71,195.0,195.0,9050000
2019-07-03,194.16,197.4,194.16,197.2,197.2,10246100
2019-07-05,196.18,197.07,194.17,196.4,196.4,11164100
2019-07-08,195.19,196.68,193.64,195.76,195.76,9723900
2019-07-09,194.97,199.46,194.89,199.21,199.21,14698600
2019-07-10,200.0,202.96,199.67,202.73,202.73,20571700
2019-07-11,203.26,203.8,200.21,201.23,201.23,13678500
2019-07-12,199.68,205.3,199.16,204.87,204.87,15366300
2019-07-15,204.25,205.33,201.82,203.91,203.91,16030300
2019-07-16,203.89,205.47,203.1,203.84,203.84,12132700
2019-07-17,204.18,204.36,201.59,201.8,201.8,12083700
2019-07-18,200.15,202.47,199.38,200.78,200.78,11937900
2019-07-19,202.18,202.33,198.07,198.36,198.36,12098300
2019-07-22,199.91,202.57,198.81,202.32,202.32,13589000
2019-07-23,202.84,204.24,200.96,202.36,202.36,14583700
2019-07-24,197.63,204.81,197.22,204.66,204.66,32532500
2019-07-25,206.7,208.66,198.26,200.71,200.71,39889900
